is_goal,match_event_id,location_x,location_y,remaining_min,power_of_shot1,knockout_match2,game_season,remaining_sec1,distance_of_shot1,area_of_shot,shot_basics,range_of_shot,team_name,date_of_game,home_away,shot_id_number,lat_lng,type_of_shot,type_of_combined_shot,match_id,team_id,remaining_min.1,power_of_shot,knockout_match1,remaining_sec2,distance_of_shot2
0,373,102,253,4,4,0,2005-06,45,47,Right Side Center(RC),Penalty Spot,24+ ft.,Manchester United,02-04-2006,MANU vs. HOU,9510,"42.982923, -71.446094",shot - 51,,20501089,1610612747,4,4,0,45,47
0,373,-76,41,,3,1,2011-12,52,28,Left Side(L),Goal Line,8-16 ft.,,21-05-2012,,,"35.492151, -97.519011",shot - 40,,41100235,1610612747,2,3,1,52,28
0,187,123,220,7,2,0,1997-98,52,45,Right Side Center(RC),Penalty Spot,24+ ft.,Manchester United,31-03-1998,MANU @ TOR,24121,"43.717098, -79.395917",shot - 51,,29701040,1610612747,7,2,61.608,80.7856,45
1,231,0,199,11,3,0,2005-06,6,39,Center(C),Mid Range,16-24 ft.,Manchester United,01-03-2006,MANU @ POR,,"45.539131, -122.651648",shot - 21,,20500852,1610612747,11,35.36,0,6,68.4
1,317,86,89,7,3,0,,27,32,Right Side(R),Mid Range,8-16 ft.,Manchester United,16-02-2011,MANU @ CLE,17531,"41.484971, -81.671552",shot - 3,shot - 3,21000827,1610612747,7,3,,134.7856,40.4
0,,0,0,2,1,0,2006-07,11,,Center(C),Goal Area,Less Than 8 ft.,Manchester United,12-11-2006,MANU vs. MEM,9772,"42.982923, -71.446094",shot - 39,,20600096,1610612747,2,1,0,129.7216,20
1,75,-4,17,2,1,0,2012-13,59,21,Center(C),Goal Area,Less Than 8 ft.,Manchester United,,MANU @ GSW,20801,"37.754130, -122.437947",shot - 4,shot - 4,21201053,1610612747,102.64,83.36,0,59,21
1,9,177,94,10,1,0,2002-03,40,40,Right Side(R),Mid Range,16-24 ft.,Manchester United,28-03-2003,MANU vs. WAS,4796,"42.982923, -71.446094",shot - 3,shot - 3,20201046,1610612747,10,1,0,40,40
1,10,106,2,10,1,0,2001-02,38,30,Right Side(R),Mid Range,8-16 ft.,Manchester United,27-02-2002,MANU @ MIN,2646,"46.667324, -94.419250",shot - 3,shot - 3,20100816,1610612747,10,1,0,38,30
1,291,151,,5,3,0,2005-06,27,44,Right Side Center(RC),Penalty Spot,24+ ft.,Manchester United,28-12-2005,MANU vs. MEM,8275,"42.982923, -71.446094",shot - 36,,20500412,1610612747,5,3,0,27,44
1,,175,68,3,4,0,1999-00,37,38,Right Side(R),,16-24 ft.,Manchester United,18-04-2000,MANU @ DAL,26172,"32.757824, -96.786653",shot - 3,shot - 3,29901171,1610612747,3,4,126.608,37,
0,25,22,,8,1,0,2010-11,48,22,Center(C),Goal Area,Less Than 8 ft.,Manchester United,30-11-2010,MANU @ MEM,16789,"35.103812, -89.964007",shot - 4,shot - 4,21000258,1610612747,8,1,73.928,48,22
1,116,-11,,0,1,1,2011-12,59,22,Center(C),Goal Area,Less Than 8 ft.,Manchester United,08-05-2012,MANU vs. DEN,29839,"42.982923, -71.446094",shot - 39,,41100165,1610612747,0,1,1,59,22
1,144,-155,93,7,2,1,2000-01,43,38,Left Side(L),Mid Range,16-24 ft.,Manchester United,10-06-2001,MANU @ PHI,26504,"39.993941, -75.143458",shot - 44,,40000085,1610612747,7,2,1,102.2,38
1,327,-97,51,2,3,0,2006-07,56,30,Left Side(L),Mid Range,8-16 ft.,Manchester United,12-12-2006,MANU @ HOU,10032,"29.740325, -95.365762",shot - 3,shot - 3,20600311,1610612747,2,3,0,56,30
0,163,-186,176,6,2,0,2007-08,56,45,Left Side Center(LC),Penalty Spot,24+ ft.,Manchester United,18-12-2007,MANU @ CHI,11934,,shot - 3,shot - 3,20700363,1610612747,6,2,0,98.7856,45
1,52,,138,5,1,0,2007-08,9,40,Right Side Center(RC),Mid Range,16-24 ft.,Manchester United,23-01-2008,MANU @ SAS,,"29.444994, -98.524120",shot - 36,,20700618,1610612747,5,1,0,9,40
0,310,64,165,6,3,0,2012-13,54,37,Right Side Center(RC),Mid Range,16-24 ft.,Manchester United,13-01-2013,MANU vs. CLE,20213,,shot - 3,shot - 3,21200555,1610612747,6,3,0,,37
1,462,6,-6,,4,0,2015-16,,20,Center(C),Goal Area,Less Than 8 ft.,Manchester United,13-04-2016,MANU vs. UTA,22897,"42.982923, -71.446094",shot - 4,shot - 4,21501228,1610612747,3,97.36,50.928,84.2,20
1,,136,144,1,2,1,2001-02,52,39,Right Side Center(RC),Mid Range,,Manchester United,20-05-2002,MANU @ SAC,26781,"38.567296, -121.456638",shot - 1,,40100312,1610612747,41.64,2,1,52,39
1,275,0,0,7,3,0,,35,20,,Goal Area,Less Than 8 ft.,Manchester United,11-04-2005,MANU vs. PHO,7465,"42.982923, -71.446094",shot - 4,shot - 4,20401154,1610612747,7,3,0,35,20
0,386,-115,-23,7,4,0,2000-01,23,31,Left Side(L),Mid Range,8-16 ft.,Manchester United,12-01-2001,MANU vs. CLE,798,"42.982923, -71.446094",shot - 27,,20000519,1610612747,7,4,0,23,31
1,227,95,128,0,2,0,2002-03,58,35,Right Side(R),Mid Range,8-16 ft.,Manchester United,08-04-2003,MANU vs. DAL,4924,"42.982923, -71.446094",shot - 3,shot - 3,20201123,1610612747,97.64,2,0,54.2,35
0,48,153,19,5,1,0,2001-02,30,35,Right Side(R),Mid Range,8-16 ft.,Manchester United,12-02-2002,MANU vs. WAS,2456,"42.982923, -71.446094",shot - 38,,20100707,1610612747,5,1,0,30,35
1,28,-106,111,9,1,0,2015-16,13,35,Left Side(L),,8-16 ft.,Manchester United,,MANU vs. POR,21935,,shot - 3,shot - 3,21500201,1610612747,9,,0,13,35
1,180,-23,201,6,2,1,2007-08,7,40,,,16-24 ft.,Manchester United,23-05-2008,MANU vs. SAS,28280,"42.982923, -71.446094",shot - 3,shot - 3,40700312,1610612747,103.7616,2,1,7,40
0,12,,0,10,1,,1998-99,46,20,Center(C),Goal Area,Less Than 8 ft.,Manchester United,17-02-1999,MANU vs. DAL,24351,,shot - 39,,29800096,1610612747,10,1,51.608,46,20
1,34,-153,87,8,1,1,2000-01,9,37,Left Side(L),Mid Range,16-24 ft.,Manchester United,11-05-2001,MANU @ SAC,26296,"38.567296, -121.456638",shot - 3,shot - 3,40000050,1610612747,35.64,1,46.35232,9,37
0,340,-51,61,1,3,0,2004-05,4,27,Center(C),Goal Line,Less Than 8 ft.,Manchester United,08-12-2004,MANU vs. PHO,6559,"42.982923, -71.446094",shot - 27,,20400272,1610612747,1,19.36,0,4,
0,539,-96,232,0,4,0,2015-16,10,45,Left Side Center(LC),Penalty Spot,,Manchester United,03-04-2016,MANU vs. BOS,22771,"42.982923, -71.446094",shot - 3,shot - 3,21501153,1610612747,,,0,10,45
0,45,-149,2,6,1,0,,46,34,Left Side(L),Mid Range,8-16 ft.,Manchester United,03-12-2000,MANU vs. DAL,369,"42.982923, -71.446094",shot - 3,shot - 3,20000246,1610612747,6,1,0,46,34
0,49,-75,184,7,1,0,,41,,Left Side Center(LC),Mid Range,16-24 ft.,Manchester United,26-10-2010,MANU vs. HOU,16436,"42.982923, -71.446094",shot - 3,shot - 3,21000003,1610612747,38.2,87.36,0,,39
1,302,0,0,5,3,0,2003-04,54,20,Center(C),Goal Area,Less Than 8 ft.,Manchester United,23-12-2003,,5412,"37.754130, -122.437947",shot - 4,,20300400,1610612747,54.64,44.36,55.928,54,20
0,465,0,0,3,4,0,2003-04,7,20,Center(C),Goal Area,Less Than 8 ft.,Manchester United,21-11-2003,MANU vs. CHI,5210,"42.982923, -71.446094",shot - 39,,20300172,1610612747,,80.36,0,7,96.4
1,240,9,1,1,2,0,2012-13,25,20,Center(C),Goal Area,Less Than 8 ft.,Manchester United,28-03-2013,MANU @ MIL,20850,"43.062206, -87.944754",shot - 56,,21201071,1610612747,1,2,0,25,20
1,237,0,0,5,2,0,,23,20,Center(C),,Less Than 8 ft.,Manchester United,26-02-1999,MANU vs. LAC,24451,"42.982923, -71.446094",shot - 4,shot - 4,29800169,1610612747,,2,0,23,20
1,402,-5,164,10,4,0,,50,36,Center(C),Mid Range,,Manchester United,05-11-2006,MANU @ SEA,9730,"47.633181, -122.308343",shot - 3,shot - 3,20600044,1610612747,10,90.36,0,50,36
1,383,-12,68,6,4,1,1999-00,32,26,Center(C),Goal Line,Less Than 8 ft.,Manchester United,14-06-2000,,30642,"40.361408, -86.186052",shot - 19,,49900086,1610612747,6,4,1,32,26
0,393,-158,201,6,4,0,1997-98,49,45,Left Side Center(LC),Penalty Spot,24+ ft.,,01-03-1998,MANU @ NYK,23995,"40.708999, -73.872430",shot - 39,,29700823,1610612747,6,84.36,100.928,,45
0,369,-212,132,0,3,0,2012-13,36,44,Left Side Center(LC),Penalty Spot,24+ ft.,Manchester United,02-04-2013,MANU vs. DAL,20890,"42.982923, -71.446094",shot - 21,,21201110,1610612747,0,3,0,36,
1,280,,0,7,3,0,,54,20,Center(C),Goal Area,Less Than 8 ft.,Manchester United,16-12-2005,MANU vs. WAS,8133,"42.982923, -71.446094",shot - 4,shot - 4,20500332,1610612747,53.64,3,0,54,20
0,326,190,173,3,3,0,2007-08,14,45,Right Side Center(RC),Penalty Spot,24+ ft.,Manchester United,06-04-2008,MANU @ SAC,13062,"38.567296, -121.456638",shot - 23,,20701150,1610612747,3,3,0,14,43.4
1,305,-85,-5,0,3,0,1999-00,31,,Left Side(L),Mid Range,8-16 ft.,Manchester United,22-01-2000,MANU vs. POR,,"42.982923, -71.446094",shot - 3,shot - 3,29900571,1610612747,0,3,0,31,31.4
0,216,-171,-16,3,2,1,1999-00,10,37,Left Side(L),Mid Range,16-24 ft.,Manchester United,,MANU vs. PHX,30493,"42.982923, -71.446094",shot - 36,,49900059,1610612747,48.64,2,1,10,37
0,260,-2,247,0,2,0,,32,44,Center(C),Penalty Spot,24+ ft.,Manchester United,23-11-2014,MANU vs. DEN,21396,"42.982923, -71.446094",shot - 10,,21400197,1610612747,0,2,86.35232,98.2,44
1,499,187,,0,4,0,,24,40,Right Side(R),Mid Range,16-24 ft.,Manchester United,14-02-2003,MANU vs. SAS,4269,"42.982923, -71.446094",shot - 3,shot - 3,20200743,1610612747,0,,0,66.2,39.4
1,74,-2,248,3,1,0,2005-06,13,44,Center(C),Penalty Spot,24+ ft.,Manchester United,31-01-2006,MANU @ NYK,8670,"40.708999, -73.872430",shot - 18,,20500658,1610612747,3,47.36,125.608,13,44
1,105,187,-17,2,1,0,2011-12,44,38,Right Side(R),Mid Range,16-24 ft.,,07-03-2012,MANU @ WAS,18981,"38.919619, -77.015211",shot - 38,,21100571,1610612747,2,1,0,44,38
1,332,0,0,3,3,0,2005-06,52,20,Center(C),Goal Area,Less Than 8 ft.,Manchester United,06-04-2006,MANU @ DEN,9528,"39.739968, -104.954013",shot - 4,shot - 4,20501120,1610612747,110.64,105.36,0,137.7216,26.4
0,41,-94,123,6,1,0,2006-07,29,35,Left Side(L),Mid Range,8-16 ft.,Manchester United,,MANU vs. DEN,11218,"42.982923, -71.446094",shot - 7,,20601107,1610612747,66.64,1,0,93.2,35
1,,-204,-1,0,1,0,,2,40,Left Side(L),Mid Range,16-24 ft.,Manchester United,03-03-2006,MANU @ GSW,9030,"37.754130, -122.437947",shot - 3,shot - 3,20500865,1610612747,0,109.36,127.928,94.2,
0,311,126,-3,2,3,0,2007-08,50,32,Right Side(R),Mid Range,8-16 ft.,Manchester United,02-04-2008,MANU vs. POR,,"42.982923, -71.446094",shot - 3,shot - 3,20701122,1610612747,2,3,0,50,32
0,337,15,7,5,3,0,2015-16,7,21,Center(C),Goal Area,Less Than 8 ft.,Manchester United,06-03-2016,MANU vs. GSW,22626,"42.982923, -71.446094",shot - 39,,21500931,1610612747,5,83.36,29.8,7,21
0,443,0,0,5,4,0,2005-06,56,20,Center(C),Goal Area,,Manchester United,16-04-2006,MANU vs. PHX,9680,"42.982923, -71.446094",shot - 4,shot - 4,20501196,1610612747,5,4,,76.7856,20
0,318,-27,,4,3,0,1999-00,4,42,Center(C),Mid Range,16-24 ft.,Manchester United,29-12-1999,MANU vs. PHX,25273,"42.982923, -71.446094",shot - 25,,29900409,1610612747,4,3,0,4,42
0,542,0,48,0,4,0,2014-15,51,,Center(C),Goal Line,Less Than 8 ft.,Manchester United,09-12-2014,MANU vs. SAC,21567,,shot - 3,shot - 3,21400315,1610612747,0,4,0,51,24
0,62,-141,230,4,1,0,,20,46,Left Side Center(LC),Penalty Spot,24+ ft.,Manchester United,22-01-2007,MANU vs. GSW,10459,"42.982923, -71.446094",shot - 36,,20600614,1610612747,4,1,,20,69.4
0,482,70,116,1,4,,2012-13,38,33,Right Side(R),Goal Line,8-16 ft.,Manchester United,03-03-2013,MANU vs. ATL,20645,"42.982923, -71.446094",shot - 3,shot - 3,21200888,1610612747,1,4,,38,33
0,433,199,189,6,4,0,,52,47,Right Side Center(RC),Penalty Spot,24+ ft.,Manchester United,12-01-2005,MANU @ DEN,6909,"39.739968, -104.954013",shot - 3,shot - 3,20400512,1610612747,6,41.36,0,52,47
1,473,-169,85,2,4,0,1999-00,32,38,Left Side(L),Mid Range,16-24 ft.,Manchester United,07-12-1999,MANU vs. WAS,25073,"42.982923, -71.446094",shot - 44,,29900258,1610612747,2,4,0,32,38
1,272,166,198,10,3,0,2010-11,13,45,Right Side Center(RC),Penalty Spot,24+ ft.,Manchester United,,MANU vs. MIA,17014,"42.982923, -71.446094",shot - 3,shot - 3,21000435,1610612747,10,3,0,13,45
1,222,12,86,4,2,0,2012-13,46,28,Center(C),Goal Line,8-16 ft.,Manchester United,25-12-2012,MANU vs. NYK,20000,"42.982923, -71.446094",shot - 38,,21200406,1610612747,4,110.36,0,46,28
0,319,163,161,7,3,0,,29,42,Right Side Center(RC),Mid Range,16-24 ft.,Manchester United,04-01-2007,MANU @ SAC,10280,"38.567296, -121.456638",shot - 2,,20600478,1610612747,7,,0,29,44.4
0,76,69,140,4,1,0,2002-03,31,35,Center(C),Mid Range,,Manchester United,05-03-2003,MANU vs. IND,4511,"42.982923, -71.446094",shot - 16,,20200880,1610612747,50.64,1,0,31,
0,235,-98,91,2,2,1,2008-09,41,33,Left Side(L),Mid Range,8-16 ft.,Manchester United,23-04-2009,MANU @ UTA,,"40.774891, -111.930790",shot - 3,shot - 3,40800143,1610612747,20.2,2,96.8,41,33
0,617,-6,250,1,7,0,2006-07,2,45,Center(C),Penalty Spot,24+ ft.,Manchester United,29-12-2006,MANU @ CHA,,"35.262047, -80.865746",shot - 40,,20600431,1610612747,1,7,0,88.2,45
1,219,7,4,10,3,0,2000-01,13,20,Center(C),Goal Area,Less Than 8 ft.,Manchester United,04-11-2000,MANU @ VAN,42,,shot - 39,,20000047,1610612747,36.64,3,0,13,20
0,305,-155,42,,3,0,2011-12,1,36,Left Side(L),Mid Range,16-24 ft.,Manchester United,23-02-2012,,18872,"35.492151, -97.519011",shot - 38,,21100502,1610612747,4,3,0,,36
1,380,0,0,8,4,0,2003-04,51,20,Center(C),Goal Area,Less Than 8 ft.,Manchester United,28-03-2004,MANU vs. UTA,6007,"42.982923, -71.446094",shot - 4,,20301063,1610612747,8,93.36,0,51,20
1,334,0,261,0,3,0,2006-07,0,46,Center(C),Penalty Spot,24+ ft.,Manchester United,18-03-2007,MANU vs. MIN,11023,"42.982923, -71.446094",shot - 36,,20600994,1610612747,108.64,3,0,,58.4
0,441,179,132,1,4,0,2002-03,44,42,Right Side Center(RC),Mid Range,16-24 ft.,Manchester United,20-11-2002,MANU @ SAS,,,shot - 3,shot - 3,20200160,1610612747,1,65.36,0,44,42
0,379,-38,57,5,4,0,1999-00,2,26,Center(C),Goal Line,Less Than 8 ft.,,18-02-2000,MANU @ ORL,25649,"28.549237, -81.372780",shot - 22,,29900729,1610612747,5,4,0,2,26
1,234,64,-3,1,2,0,2010-11,41,26,Center(C),Goal Line,Less Than 8 ft.,Manchester United,16-11-2010,MANU @ MIL,16637,"43.062206, -87.944754",shot - 18,,21000155,1610612747,31.64,2,45.928,41,26
0,82,0,30,4,1,0,2012-13,13,23,Center(C),Goal Area,Less Than 8 ft.,Manchester United,02-12-2012,MANU vs. ORL,19703,"42.982923, -71.446094",shot - 51,,21200244,1610612747,4,1,0,13,23
0,149,0,0,7,2,0,1997-98,59,20,Center(C),Goal Area,Less Than 8 ft.,Manchester United,30-12-1997,MANU vs. SAC,23688,"42.982923, -71.446094",shot - 4,shot - 4,29700419,1610612747,93.64,2,0,59,20
1,8,4,194,10,1,0,2009-10,24,39,Center(C),Mid Range,16-24 ft.,Manchester United,04-03-2010,MANU @ MIA,16098,"25.790710, -80.207819",shot - 11,,20900912,1610612747,10,1,0,50.7856,39
1,490,-24,0,7,4,0,2012-13,17,22,Center(C),Goal Area,Less Than 8 ft.,Manchester United,05-03-2013,MANU @ OKC,20662,"35.492151, -97.519011",shot - 4,,21200897,1610612747,7,4,124.608,,22
0,85,0,0,,1,0,2002-03,24,20,Center(C),Goal Area,Less Than 8 ft.,Manchester United,14-02-2003,MANU vs. SAS,4238,"42.982923, -71.446094",shot - 5,shot - 5,20200743,1610612747,0,,0,54.7856,20
1,81,-95,250,4,1,0,2007-08,17,46,Left Side Center(LC),Penalty Spot,24+ ft.,Manchester United,02-12-2007,MANU vs. ORL,11784,"42.982923, -71.446094",shot - 38,,20700249,1610612747,4,1,0,17,46
1,370,236,-11,2,3,0,2008-09,20,43,Right Side(R),Right Corner,24+ ft.,Manchester United,26-02-2009,MANU vs. PHX,14372,"42.982923, -71.446094",shot - 35,,20800862,1610612747,2,3,76.8,20,
0,231,-184,-14,1,2,0,1997-98,52,38,Left Side(L),Mid Range,16-24 ft.,Manchester United,18-11-1997,MANU @ UTA,23386,"40.774891, -111.930790",shot - 3,shot - 3,29700135,1610612747,1,2,0,74.2,38
0,353,-10,102,0,3,0,2002-03,25,30,Center(C),Goal Line,8-16 ft.,Manchester United,14-02-2003,MANU vs. SAS,4257,"42.982923, -71.446094",shot - 46,,20200743,1610612747,0,3,45.8,25,30
1,142,0,5,8,2,1,,19,20,Center(C),Goal Area,Less Than 8 ft.,Manchester United,25-05-2008,MANU @ SAS,28297,"29.444994, -98.524120",shot - 4,,40700313,1610612747,99.2,2,,19,20
0,221,-102,235,4,2,0,2007-08,0,45,Left Side Center(LC),Penalty Spot,24+ ft.,Manchester United,28-03-2008,,12978,"42.982923, -71.446094",shot - 3,shot - 3,20701082,1610612747,21.64,2,130.928,0,45
0,306,-3,271,3,3,0,2006-07,45,47,Center(C),Penalty Spot,24+ ft.,Manchester United,17-12-2006,MANU vs. WAS,10110,"42.982923, -71.446094",shot - 3,shot - 3,20600355,1610612747,3,3,0,45,47
0,29,0,0,8,1,0,2001-02,52,20,Center(C),Goal Area,Less Than 8 ft.,Manchester United,27-02-2002,MANU @ MIN,2649,"46.667324, -94.419250",shot - 39,,20100816,1610612747,108.2,1,0,139.7856,20
0,430,84,35,3,4,0,,47,29,Right Side(R),Mid Range,8-16 ft.,Manchester United,06-01-2004,MANU @ MIN,5531,"46.667324, -94.419250",shot - 3,shot - 3,20300488,1610612747,26.64,4,0,47,108.4
0,287,-200,68,5,3,0,,4,,Left Side(L),Mid Range,16-24 ft.,Manchester United,25-02-2003,MANU vs. LAC,4449,"42.982923, -71.446094",shot - 3,shot - 3,20200820,1610612747,5,3,89.928,4,41
0,111,92,,0,1,0,2006-07,55,38,Right Side Center(RC),Mid Range,16-24 ft.,Manchester United,25-03-2007,MANU vs. GSW,11109,"42.982923, -71.446094",shot - 15,,20601044,1610612747,100.64,1,59.8,119.7856,38
0,268,-223,105,5,3,0,2005-06,34,44,Left Side Center(LC),Penalty Spot,24+ ft.,Manchester United,11-01-2006,MANU @ POR,8417,"45.539131, -122.651648",shot - 40,,20500507,1610612747,5,103.36,0,102.2,44
1,106,57,81,0,1,0,2002-03,8,29,Right Side(R),Goal Line,8-16 ft.,Manchester United,28-12-2002,MANU @ DEN,3787,"39.739968, -104.954013",shot - 3,shot - 3,20200425,1610612747,0,77.36,0,8,29
1,304,189,-11,,3,0,2012-13,32,38,Right Side(R),Mid Range,16-24 ft.,Manchester United,04-01-2013,MANU @ LAC,20095,"34.189593, -118.471724",shot - 15,,21200488,1610612747,88.64,3,0,32,
0,38,143,209,7,1,0,2010-11,59,45,Right Side Center(RC),Penalty Spot,24+ ft.,Manchester United,12-12-2010,MANU @ NJN,16915,"40.643505, -73.939507",shot - 3,shot - 3,21000351,1610612747,7,1,0,59,45
1,468,,87,1,4,0,2004-05,44,33,Left Side(L),Mid Range,8-16 ft.,,04-03-2005,MANU vs. DAL,7087,"42.982923, -71.446094",shot - 3,shot - 3,20400864,1610612747,1,98.36,68.928,44,33
1,27,147,148,8,1,0,2008-09,41,40,,Mid Range,16-24 ft.,Manchester United,01-03-2009,MANU @ PHX,14406,"33.552026, -112.071667",shot - 34,,20800884,1610612747,90.2,1,93.608,41,40
0,379,-128,143,4,3,0,2003-04,5,39,Left Side Center(LC),Mid Range,16-24 ft.,Manchester United,16-11-2003,MANU vs. MIA,5162,"42.982923, -71.446094",shot - 22,,20300138,1610612747,4,3,,5,94.4
0,,-21,94,8,1,0,2014-15,27,29,Center(C),Goal Line,8-16 ft.,Manchester United,16-11-2014,MANU vs. GSW,21290,"42.982923, -71.446094",shot - 41,,21400145,1610612747,,1,0,93.7856,59.4
1,167,92,160,8,2,0,2005-06,20,38,,Mid Range,16-24 ft.,Manchester United,20-11-2005,MANU vs. CHI,7797,"42.982923, -71.446094",shot - 3,shot - 3,20500145,1610612747,8,2,0,,38
1,369,49,85,11,4,0,,38,29,Center(C),Goal Line,8-16 ft.,Manchester United,09-03-2001,MANU vs. SAS,1324,"42.982923, -71.446094",shot - 3,shot - 3,20000896,1610612747,11,4,0,38,29
0,2,0,0,11,1,0,2006-07,37,20,Center(C),Goal Area,Less Than 8 ft.,Manchester United,25-12-2006,MANU @ MIA,10169,"25.790710, -80.207819",shot - 39,,20600403,1610612747,11,1,41.608,37,20
0,529,-106,107,0,4,0,2012-13,40,35,Left Side(L),Mid Range,8-16 ft.,Manchester United,20-11-2012,MANU vs. BKN,19602,"42.982923, -71.446094",shot - 45,,21200156,1610612747,0,4,0,40,89.4
0,254,-38,156,10,3,0,2002-03,0,,Center(C),Mid Range,16-24 ft.,Manchester United,17-11-2002,MANU vs. HOU,3353,"42.982923, -71.446094",shot - 3,shot - 3,20200142,1610612747,10,3,50.8,0,36
1,99,70,173,2,1,0,,50,38,Right Side Center(RC),Mid Range,16-24 ft.,Manchester United,,MANU vs. PHX,21165,,shot - 4,,21400056,1610612747,54.64,1,117.928,50,45.728
1,265,117,91,10,3,0,1998-99,17,34,Right Side(R),Mid Range,8-16 ft.,Manchester United,02-05-1999,MANU @ SEA,24986,"47.633181, -122.308343",shot - 2,,29800698,1610612747,10,3,0,17,57.4
0,318,,9,0,3,1,2001-02,51,22,Center(C),Goal Area,Less Than 8 ft.,Manchester United,12-05-2002,MANU @ SAS,26717,"29.444994, -98.524120",shot - 39,,40100234,1610612747,0,3,1,51,22
1,391,0,0,5,4,0,2006-07,0,20,Center(C),Goal Area,Less Than 8 ft.,Manchester United,09-02-2007,,10652,"43.717098, -79.395917",shot - 4,,20600738,1610612747,5,4,0,0,20
0,124,197,317,10,2,0,,32,57,Right Side Center(RC),Penalty Spot,24+ ft.,Manchester United,23-03-2003,MANU @ SAS,4729,,shot - 39,,20201003,1610612747,10,2,74.608,71.7856,57
1,23,171,40,8,1,0,2005-06,52,37,,Mid Range,16-24 ft.,Manchester United,06-04-2006,MANU @ DEN,9513,"39.739968, -104.954013",shot - 3,shot - 3,20501120,1610612747,8,24.36,0,52,79.4
0,111,36,187,0,1,1,2008-09,52,39,Center(C),Mid Range,,Manchester United,04-06-2009,MANU vs. ORL,,"42.982923, -71.446094",shot - 3,shot - 3,40800401,1610612747,94.64,1,1,52,39
0,344,-51,28,1,3,0,2005-06,35,25,Center(C),Goal Line,Less Than 8 ft.,Manchester United,12-03-2006,MANU vs. SEA,9191,"42.982923, -71.446094",shot - 3,shot - 3,20500930,1610612747,1,3,0,35,61.728
0,440,-120,20,5,4,0,2002-03,3,32,Left Side(L),Mid Range,8-16 ft.,Manchester United,22-12-2002,MANU @ TOR,3752,"43.717098, -79.395917",shot - 3,shot - 3,20200392,1610612747,5,4,0,3,32
0,237,,82,2,2,0,2002-03,43,28,Center(C),Goal Line,8-16 ft.,Manchester United,19-12-2002,MANU @ NJN,3679,"40.643505, -73.939507",shot - 3,shot - 3,20200367,1610612747,2,2,40.928,71.2,92.4
1,242,174,9,1,2,0,2012-13,41,37,,Mid Range,16-24 ft.,Manchester United,16-11-2012,MANU vs. PHX,19558,"42.982923, -71.446094",shot - 3,shot - 3,21200130,1610612747,1,2,0,41,37
1,117,131,117,10,2,0,,51,37,Right Side Center(RC),Mid Range,16-24 ft.,Manchester United,01-04-2004,MANU vs. HOU,6032,"42.982923, -71.446094",shot - 3,shot - 3,20301088,1610612747,82.64,2,0,121.7856,37
0,98,-63,108,0,1,0,2001-02,38,32,Left Side(L),Goal Line,8-16 ft.,Manchester United,17-03-2002,MANU vs. DAL,2779,"42.982923, -71.446094",shot - 45,,20100950,1610612747,91.64,117.36,0,38,32
1,435,10,14,7,4,0,,10,21,Center(C),Goal Area,Less Than 8 ft.,Manchester United,29-03-2009,MANU @ ATL,14711,"33.768092, -84.393817",shot - 4,shot - 4,20801092,1610612747,117.64,4,0,10,21
1,33,0,0,8,1,0,1999-00,41,20,Center(C),Goal Area,Less Than 8 ft.,,09-03-2000,MANU @ GSW,25813,"37.754130, -122.437947",shot - 4,shot - 4,29900878,1610612747,40.64,1,0,85.2,20
1,225,92,175,2,2,0,2015-16,48,39,Right Side Center(RC),Mid Range,16-24 ft.,Manchester United,29-11-2015,MANU vs. IND,22000,"42.982923, -71.446094",shot - 3,shot - 3,21500253,1610612747,2,2,0,48,39
0,319,-91,130,2,3,0,1997-98,57,35,Left Side(L),Mid Range,8-16 ft.,,24-02-1998,MANU @ MIL,23959,"43.062206, -87.944754",shot - 3,shot - 3,29700790,1610612747,109.2,3,52.928,57,
1,410,11,146,3,4,0,2001-02,43,34,Center(C),Mid Range,8-16 ft.,Manchester United,17-02-2002,MANU @ POR,2530,"45.539131, -122.651648",shot - 38,,20100741,1610612747,3,4,0,43,
1,357,18,17,2,3,0,2009-10,25,22,Center(C),Goal Area,,Manchester United,15-03-2010,MANU @ GSW,16225,"37.754130, -122.437947",shot - 39,,20900995,1610612747,2,84.6,30.8,25,88.4
1,290,54,209,4,3,0,2005-06,46,41,Center(C),Mid Range,16-24 ft.,Manchester United,01-03-2006,MANU @ POR,9015,"45.539131, -122.651648",shot - 3,shot - 3,20500852,1610612747,4,3,0,46,41
0,349,-118,501,0,3,0,2002-03,0,71,Mid Ground(MG),Mid Ground Line,Back Court Shot,Manchester United,03-12-2002,MANU vs. MEM,3554,"42.982923, -71.446094",shot - 3,shot - 3,20200254,1610612747,0,3,0,0,74.4
1,206,93,61,2,2,0,,25,31,Right Side(R),Mid Range,8-16 ft.,Manchester United,01-03-2000,MANU vs. VAN,25757,"42.982923, -71.446094",shot - 3,shot - 3,29900821,1610612747,2,2,0,39.2,29.4
0,356,213,120,,3,0,2015-16,46,44,,Penalty Spot,24+ ft.,Manchester United,03-04-2016,MANU vs. BOS,22765,,shot - 3,shot - 3,21501153,1610612747,2,38.36,0,46,93.4
0,312,-192,40,0,3,1,2003-04,38,39,Left Side(L),Mid Range,16-24 ft.,Manchester United,21-05-2004,MANU @ MIN,27549,"46.667324, -94.419250",shot - 47,,40300311,1610612747,65.64,3,1,38,39
